object_id,frame_num,crop_path,text
1,19,C:\Lenta\Service v2\storage\crops\video2\id_1\frame_000019_00.jpg,-21% (Poсся) 500r Мзбранное ст 6 A.C. MaCo Mед 6ЕРЕСТОВ 514
1,20,C:\Lenta\Service v2\storage\crops\video2\id_1\frame_000020_00.jpg,-21% (Pоссия) 500r Мзбраннсе ст 6 A.C.MaCoй Meд БЕРЕСТОВ 514
2,0,C:\Lenta\Service v2\storage\crops\video2\id_2\frame_000000_01.jpg,(-36% (Poccи) 500r Тзежный ПАСЕКА Мед ЧАСТНАЯ 234
2,1,C:\Lenta\Service v2\storage\crops\video2\id_2\frame_000001_01.jpg,(-36% (Pоcсия) 500r Тзежный ПАСЕКА Мед ЧАСТНАЯ 234
2,2,C:\Lenta\Service v2\storage\crops\video2\id_2\frame_000002_01.jpg,(-36% (Poccия) 500r Тзежный ПАСЕКА Мед ЧАСТНАЯ 234
2,3,C:\Lenta\Service v2\storage\crops\video2\id_2\frame_000003_01.jpg,(-36% (Pоcсия) 500r Тзежный ПАСЕКА Мед ЧАСТНАЯ 234
2,4,C:\Lenta\Service v2\storage\crops\video2\id_2\frame_000004_01.jpg,(-36% (PoCcия) 500r Тзежный ПАСЕКА МедЧАСТНАЯ 234
2,5,C:\Lenta\Service v2\storage\crops\video2\id_2\frame_000005_01.jpg,(-36% (Pоссия) 500r Тзежный ПАСЕКА Мед ЧАСТНАЯ 234
2,6,C:\Lenta\Service v2\storage\crops\video2\id_2\frame_000006_01.jpg,(-36% (Pocсия) 500r Таежный ПАСЕКА Мед ЧАСТНАЯ 234
2,7,C:\Lenta\Service v2\storage\crops\video2\id_2\frame_000007_01.jpg,-36% (Pоссия) 500r Таежный ПАСЕКА Мед ЧАСТНАЯ 234
2,8,C:\Lenta\Service v2\storage\crops\video2\id_2\frame_000008_01.jpg,-36% (Pоcсия) 500r Таежный ПАСЕКА Мед ЧАСТНАЯ 234
2,9,C:\Lenta\Service v2\storage\crops\video2\id_2\frame_000009_01.jpg,-36% (Pоcсия) 500r Таежный ПАСЕКА Мед ЧАСТНАЯ 234
2,10,C:\Lenta\Service v2\storage\crops\video2\id_2\frame_000010_01.jpg,(-36% (Pоссия) 500r Таежный ПАСЕКА Мед ЧАСТНАЯ 234
2,11,C:\Lenta\Service v2\storage\crops\video2\id_2\frame_000011_01.jpg,(-36% (Pоссия) 500r Таежный ПАСЕКА Мед ЧАСТНАЯ 234
2,12,C:\Lenta\Service v2\storage\crops\video2\id_2\frame_000012_01.jpg,-36% (Россия) 500г Тзежный ПАСЕКА Мед ЧАСТНАЯ 234
2,13,C:\Lenta\Service v2\storage\crops\video2\id_2\frame_000013_01.jpg,-36% (Россия) 500г Тзежный ПАСЕКА Мед ЧАСТНАЯ 234
2,14,C:\Lenta\Service v2\storage\crops\video2\id_2\frame_000014_01.jpg,-36% (Pоссия) 500r Тзежный ПАСЕКА Мед ЧАСТНАЯ 234
2,15,C:\Lenta\Service v2\storage\crops\video2\id_2\frame_000015_01.jpg,-36% (Pоссия) 500г Таежный ПАСЕКА Мед ЧАСТНАЯ 234
2,16,C:\Lenta\Service v2\storage\crops\video2\id_2\frame_000016_01.jpg,-36% (Pоссия) 500r Таежный ПАСЕКА Мед ЧАСТНАЯ 234
2,17,C:\Lenta\Service v2\storage\crops\video2\id_2\frame_000017_01.jpg,-36% (Pоссия) 500r Таежный ПАСЕКА Мед ЧАСТНАЯ 234
2,18,C:\Lenta\Service v2\storage\crops\video2\id_2\frame_000018_01.jpg,-36% (Pоссия) 500r Таежный ПАСЕКА Мед ЧАСТНАЯ 234
2,19,C:\Lenta\Service v2\storage\crops\video2\id_2\frame_000019_01.jpg,-36% (Poccия) 500r Таежный ПАСЕКА Мед ЧАСТНАЯ 234
2,20,C:\Lenta\Service v2\storage\crops\video2\id_2\frame_000020_01.jpg,-36% (Pоссия) 500r Таежный ПАСЕКА Мед ЧАСТНАЯ 234 8
3,0,C:\Lenta\Service v2\storage\crops\video2\id_3\frame_000000_02.jpg,DECH 305
3,1,C:\Lenta\Service v2\storage\crops\video2\id_3\frame_000001_02.jpg,305
3,2,C:\Lenta\Service v2\storage\crops\video2\id_3\frame_000002_02.jpg,16 305
3,3,C:\Lenta\Service v2\storage\crops\video2\id_3\frame_000003_02.jpg,305
3,4,C:\Lenta\Service v2\storage\crops\video2\id_3\frame_000004_02.jpg,16 305
3,5,C:\Lenta\Service v2\storage\crops\video2\id_3\frame_000005_02.jpg,-- 305
3,6,C:\Lenta\Service v2\storage\crops\video2\id_3\frame_000006_02.jpg,16 305
3,7,C:\Lenta\Service v2\storage\crops\video2\id_3\frame_000007_02.jpg,1305
3,8,C:\Lenta\Service v2\storage\crops\video2\id_3\frame_000008_02.jpg,305
3,9,C:\Lenta\Service v2\storage\crops\video2\id_3\frame_000009_02.jpg,16 305
3,10,C:\Lenta\Service v2\storage\crops\video2\id_3\frame_000010_02.jpg,305
3,11,C:\Lenta\Service v2\storage\crops\video2\id_3\frame_000011_02.jpg,305
3,12,C:\Lenta\Service v2\storage\crops\video2\id_3\frame_000012_02.jpg,-16% 305
3,13,C:\Lenta\Service v2\storage\crops\video2\id_3\frame_000013_02.jpg,16305 -
3,14,C:\Lenta\Service v2\storage\crops\video2\id_3\frame_000014_02.jpg,1305
3,15,C:\Lenta\Service v2\storage\crops\video2\id_3\frame_000015_02.jpg,-16% - 305
3,16,C:\Lenta\Service v2\storage\crops\video2\id_3\frame_000016_02.jpg,-16% 305
3,17,C:\Lenta\Service v2\storage\crops\video2\id_3\frame_000017_02.jpg,-16% 305
3,18,C:\Lenta\Service v2\storage\crops\video2\id_3\frame_000018_02.jpg,16% 305
3,19,C:\Lenta\Service v2\storage\crops\video2\id_3\frame_000019_02.jpg,16% 305
3,20,C:\Lenta\Service v2\storage\crops\video2\id_3\frame_000020_02.jpg,1305
4,0,C:\Lenta\Service v2\storage\crops\video2\id_4\frame_000000_03.jpg,-19% (Pocca) 130 MeД МACTЕР 178
4,1,C:\Lenta\Service v2\storage\crops\video2\id_4\frame_000001_03.jpg,-19% (Pocca)130 MeД МACTЕР 178
4,2,C:\Lenta\Service v2\storage\crops\video2\id_4\frame_000002_03.jpg,%61- (Pocca) 130 MeA МAСТЕР 178
4,3,C:\Lenta\Service v2\storage\crops\video2\id_4\frame_000003_03.jpg,%61- (Pocca) 130 Me МAСTЕР 178
4,4,C:\Lenta\Service v2\storage\crops\video2\id_4\frame_000004_03.jpg,-19% (Pocca) 130 МeД МAСТЕР 178
4,5,C:\Lenta\Service v2\storage\crops\video2\id_4\frame_000005_03.jpg,%61- (Pocca) 130 МeД МAСТЕР МЕДА Раноцлетье 178
4,6,C:\Lenta\Service v2\storage\crops\video2\id_4\frame_000006_03.jpg,-19% (Pocca) 130 МeД МAСТЕР 178
4,7,C:\Lenta\Service v2\storage\crops\video2\id_4\frame_000007_03.jpg,-19% (Pocca) 130r Мen МAСТЕР МЕДАРаноцлеТье 178
4,8,C:\Lenta\Service v2\storage\crops\video2\id_4\frame_000008_03.jpg,61- (Poccиa) 130 МenМAСТЕР 178
4,9,C:\Lenta\Service v2\storage\crops\video2\id_4\frame_000009_03.jpg,661 (Pocca) 130r Мen МAСТЕР МЕДАРаноцлетье 178
4,10,C:\Lenta\Service v2\storage\crops\video2\id_4\frame_000010_03.jpg,61- (Pocca) 130r МeЛМAСТЕР 178
4,11,C:\Lenta\Service v2\storage\crops\video2\id_4\frame_000011_03.jpg,%61 (Poccwa) 13Dr МeД МAСТЕР МЕДАРаноЦеТье 178
4,12,C:\Lenta\Service v2\storage\crops\video2\id_4\frame_000012_03.jpg,-19% (Pоcca) 130r МeД МAСТЕР 178
4,13,C:\Lenta\Service v2\storage\crops\video2\id_4\frame_000013_03.jpg,-19% (Pocca) 13Dr МeД МAСТЕР МЕДАРаноцеТье 178
4,14,C:\Lenta\Service v2\storage\crops\video2\id_4\frame_000014_03.jpg,-19% (Pоccиа) 130r МeД МAСТЕР МЕДА РаноЦеТье 178
4,15,C:\Lenta\Service v2\storage\crops\video2\id_4\frame_000015_03.jpg,-19% (PoccMa) 130 Мen МAСТЕР МЕДА РаноцеТье 178
4,16,C:\Lenta\Service v2\storage\crops\video2\id_4\frame_000016_03.jpg,-19% (PоссMa) 130 Мen МAСТЕР МЕДА РаноЦеТье 178
4,17,C:\Lenta\Service v2\storage\crops\video2\id_4\frame_000017_03.jpg,-19% (Pocca) 130r МеД МAСТЕР 178
4,18,C:\Lenta\Service v2\storage\crops\video2\id_4\frame_000018_03.jpg,-19% (Pocca) 130 Мen МAСТЕР 178 11
4,19,C:\Lenta\Service v2\storage\crops\video2\id_4\frame_000019_03.jpg,-19% (PoccHa) I30Y МЕДАРАЗНЦеТе Мen МAСТЕР 178
4,20,C:\Lenta\Service v2\storage\crops\video2\id_4\frame_000020_03.jpg,19% (Pосса) 130 нтуралнь ст 6 МЕДА РАцТе МеЛ МAСТЕР 178
5,0,C:\Lenta\Service v2\storage\crops\video2\id_5\frame_000000_04.jpg,220 -16% (Россин) 500г ПАСЕКА ГорнИй Мёд ЧАСТНАЯ 305 E 368
5,1,C:\Lenta\Service v2\storage\crops\video2\id_5\frame_000001_04.jpg,-16% (Россин) 500г ПАСЕКА ГОрниый Мёд ЧАСТНАЯ 305 E 368
5,2,C:\Lenta\Service v2\storage\crops\video2\id_5\frame_000002_04.jpg,-16% (Россия) 500г ПАСЕКА ГОРНЫй Мёд ЧАСТНАЯ 305 E 7030 89C
5,3,C:\Lenta\Service v2\storage\crops\video2\id_5\frame_000003_04.jpg,-16% (Россин) ПАСЕКА ГОрНиЫй Мёд ЧАСТНАЯ 305 E 500r 7030 368 16
5,4,C:\Lenta\Service v2\storage\crops\video2\id_5\frame_000004_04.jpg,2020 -16% (Россин) ПАСЕКА Горниый Мёд ЧАСТНАЯ 305 E 500r 030 368 16
5,5,C:\Lenta\Service v2\storage\crops\video2\id_5\frame_000005_04.jpg,2 -16% (Росcин) ПАСЕКА ГОрНиый Мёд ЧАСТНАЯ 305 E 500r 368 16
5,6,C:\Lenta\Service v2\storage\crops\video2\id_5\frame_000006_04.jpg,-16% (Россин) 500г ПАСЕКА ГОрНиый Мёд ЧАСТНАЯ 305 368 е
5,7,C:\Lenta\Service v2\storage\crops\video2\id_5\frame_000007_04.jpg,16% (Россин) ПАСЕКА ГОРНЫй Мёд ЧАСТНАЯ 305 E 500r Cw 890
5,8,C:\Lenta\Service v2\storage\crops\video2\id_5\frame_000008_04.jpg,16% (Россин) 500г ПАСЕКА ГОРНЫй Мёд ЧАСТНАЯ 305 E 030 890 16
5,9,C:\Lenta\Service v2\storage\crops\video2\id_5\frame_000009_04.jpg,-16% (Россия) 500г ПАСЕКА ГОРНиый Мёд ЧАСТНАЯ 305 E 368 16
5,10,C:\Lenta\Service v2\storage\crops\video2\id_5\frame_000010_04.jpg,-16% (Россин) 500г ПАСЕКА ГОРНИЫй Мёд ЧАСТНАЯ 305 E 890 16
5,11,C:\Lenta\Service v2\storage\crops\video2\id_5\frame_000011_04.jpg,641211 -16% (Россин) 500г ПАСЕКА ГОРНий Мёд ЧАСТНАЯ 34382 E 305 890
5,12,C:\Lenta\Service v2\storage\crops\video2\id_5\frame_000012_04.jpg,202 -16% (Россин) 500г ПАСЕКА ГОРНИЫй Мёд ЧАСТНАЯ E 305 7030 368
5,13,C:\Lenta\Service v2\storage\crops\video2\id_5\frame_000013_04.jpg,-16% (Россин) 500г ПАСЕКА ГОРНЫй Мёд ЧАСТНАЯ E 305 37030 368
5,14,C:\Lenta\Service v2\storage\crops\video2\id_5\frame_000014_04.jpg,7306743822 -16% (Россия) 500г ПАСЕКА ГОРНиЫй Мёд ЧАСТНАЯ E 305 C 890
5,15,C:\Lenta\Service v2\storage\crops\video2\id_5\frame_000015_04.jpg,030474382 -16% (Россия) 500г ПАСЕКА ГОРНиЫй Мёд ЧАСТНАЯ E 305 368
5,16,C:\Lenta\Service v2\storage\crops\video2\id_5\frame_000016_04.jpg,20 -16% (Россия) 500г ПАСЕКА ГОРНиЫй Мёд ЧАСТНАЯ E 305 C7030 368
5,17,C:\Lenta\Service v2\storage\crops\video2\id_5\frame_000017_04.jpg,20 -16% (Россия) 500г ПАСЕКА ГОРНИЫй Мёд ЧАСТНАЯ E 305 890
5,18,C:\Lenta\Service v2\storage\crops\video2\id_5\frame_000018_04.jpg,-16% (Россия) 500г ПАСЕКА ГОРНиЫй Мёд ЧАСТНАЯ 305 890
5,19,C:\Lenta\Service v2\storage\crops\video2\id_5\frame_000019_04.jpg,-16% (Россия) 500г ПАСЕКА ГОРНИШй Мёd ЧАСТНАЯ E 305 07030 890
5,20,C:\Lenta\Service v2\storage\crops\video2\id_5\frame_000020_04.jpg,-16% (Россия) 500г ПАСЕКА ГОРНиый Мёд ЧАСТНАЯ E 305 368 46
6,0,C:\Lenta\Service v2\storage\crops\video2\id_6\frame_000000_05.jpg,14 149
6,1,C:\Lenta\Service v2\storage\crops\video2\id_6\frame_000001_05.jpg,149
6,2,C:\Lenta\Service v2\storage\crops\video2\id_6\frame_000002_05.jpg,149
6,3,C:\Lenta\Service v2\storage\crops\video2\id_6\frame_000003_05.jpg,49
6,4,C:\Lenta\Service v2\storage\crops\video2\id_6\frame_000004_05.jpg,- 149 -
6,5,C:\Lenta\Service v2\storage\crops\video2\id_6\frame_000005_05.jpg,Fen - 149 -
6,6,C:\Lenta\Service v2\storage\crops\video2\id_6\frame_000006_05.jpg,Fen - 149
6,7,C:\Lenta\Service v2\storage\crops\video2\id_6\frame_000007_05.jpg,- 149 -
6,8,C:\Lenta\Service v2\storage\crops\video2\id_6\frame_000008_05.jpg,149
6,9,C:\Lenta\Service v2\storage\crops\video2\id_6\frame_000009_05.jpg,- 149
6,10,C:\Lenta\Service v2\storage\crops\video2\id_6\frame_000010_05.jpg,149
6,11,C:\Lenta\Service v2\storage\crops\video2\id_6\frame_000011_05.jpg,- 149
6,12,C:\Lenta\Service v2\storage\crops\video2\id_6\frame_000012_05.jpg,149
6,13,C:\Lenta\Service v2\storage\crops\video2\id_6\frame_000013_05.jpg,149
6,14,C:\Lenta\Service v2\storage\crops\video2\id_6\frame_000014_05.jpg,149
6,15,C:\Lenta\Service v2\storage\crops\video2\id_6\frame_000015_05.jpg,149
6,16,C:\Lenta\Service v2\storage\crops\video2\id_6\frame_000016_05.jpg,149
6,17,C:\Lenta\Service v2\storage\crops\video2\id_6\frame_000017_05.jpg,24 149
6,18,C:\Lenta\Service v2\storage\crops\video2\id_6\frame_000018_05.jpg,24 2149
6,19,C:\Lenta\Service v2\storage\crops\video2\id_6\frame_000019_05.jpg,149 24
6,20,C:\Lenta\Service v2\storage\crops\video2\id_6\frame_000020_05.jpg,24 - 2149
7,0,C:\Lenta\Service v2\storage\crops\video2\id_7\frame_000000_06.jpg,"-15% ) ПАСЕКАС MСA ЧАСТИАЯ 799 945"""
7,1,C:\Lenta\Service v2\storage\crops\video2\id_7\frame_000001_06.jpg,"-15% ) ПАСЕКАС MСA ЧАСТИАЯ 799 945"""
7,2,C:\Lenta\Service v2\storage\crops\video2\id_7\frame_000002_06.jpg,"-15% cтeкnо (Pocoя) 225 ПАСЕКАС MА ЧАСТИАЯ 799 945"""
7,3,C:\Lenta\Service v2\storage\crops\video2\id_7\frame_000003_06.jpg,"-15% стeкnо (Pocоя) 225 ПАСЕКАС MА ЧАСТИАЯ 799 945"""
7,4,C:\Lenta\Service v2\storage\crops\video2\id_7\frame_000004_06.jpg,"-15% стеко(Poкоя)225 ПАСЕКАС MА ЧАСТИАЯ 799 945"""
7,5,C:\Lenta\Service v2\storage\crops\video2\id_7\frame_000005_06.jpg,"-15% стеко(Pокоя)225 ПАСЕКАС Mа ЧАСТИАЯ 799 945"""
7,6,C:\Lenta\Service v2\storage\crops\video2\id_7\frame_000006_06.jpg,-15% стеко(Pocоя) 225 ПАСЕКАС MAЧАСТИАЯ 799 945
7,7,C:\Lenta\Service v2\storage\crops\video2\id_7\frame_000007_06.jpg,"-15% стекло(Poсоя)225 ПАCЕКАС Mа ЧАСТИАЯ 799 945"""
7,8,C:\Lenta\Service v2\storage\crops\video2\id_7\frame_000008_06.jpg,"-15% стекло(Pосоя) 225 ПACЕКАС Mа ЧАСТАЯ 799 945"""
7,9,C:\Lenta\Service v2\storage\crops\video2\id_7\frame_000009_06.jpg,"-15% стеко(Pocоя) 225 ПАСЕКАС MAЧАСТИАЯ 799 945"""
7,10,C:\Lenta\Service v2\storage\crops\video2\id_7\frame_000010_06.jpg,"-15% стекло (Pосоя) 225 ПАСЕКАС M ЧАСТИАЯ 799 945"""
7,11,C:\Lenta\Service v2\storage\crops\video2\id_7\frame_000011_06.jpg,-15% стекло (Pосся) 225 ПАСЕКАС а ЧАСТАЯ 799 945
7,12,C:\Lenta\Service v2\storage\crops\video2\id_7\frame_000012_06.jpg,-15% стекло (Poсся) 225 ПАСЕКАС Mа ЧАСТИАЯ 799 945
7,13,C:\Lenta\Service v2\storage\crops\video2\id_7\frame_000013_06.jpg,"-15% стекло (Pосся) 225 ПАСЕКАС MА ЧАСТАЯ 11 799 945"""
7,14,C:\Lenta\Service v2\storage\crops\video2\id_7\frame_000014_06.jpg,"-15% стекло (POссMя) 225 ксдровым орехом ПАСЕКАС MЧАСТИАЯ E 79 6 945"""
7,15,C:\Lenta\Service v2\storage\crops\video2\id_7\frame_000015_06.jpg,"-15% стекло (Pосся) 225 ПАСЕКАС MAЧАСТИАЯ 79 6 945"""
7,16,C:\Lenta\Service v2\storage\crops\video2\id_7\frame_000016_06.jpg,"-15% стекло (POсс) 225 ПАСЕКАС MЧАСТИАЯ E 79 6 945"" -"
7,17,C:\Lenta\Service v2\storage\crops\video2\id_7\frame_000017_06.jpg,"-15% стекло (Poсс) 225 кслровым орехом ПАСЕКАС MЧАСТИАЯ E 79 6 945"""
7,18,C:\Lenta\Service v2\storage\crops\video2\id_7\frame_000018_06.jpg,"-15% ) ксдровым орехом МЧАСТИАЯ 11 799 945"""
7,19,C:\Lenta\Service v2\storage\crops\video2\id_7\frame_000019_06.jpg,"-15% ) кслровым орехом Мa ЧАСТИАЯ E 799 945"""
7,20,C:\Lenta\Service v2\storage\crops\video2\id_7\frame_000020_06.jpg,"-15% ) кслропьм орехом ПАCЕКAС Ма ЧАСТАЯ 79 945"""
8,0,C:\Lenta\Service v2\storage\crops\video2\id_8\frame_000000_07.jpg,-21% рорньй(Росси) С. Натурал.ный Мед БЕРЕСТОВ А. 469 599 - 46
8,1,C:\Lenta\Service v2\storage\crops\video2\id_8\frame_000001_07.jpg,-21% рорньй(Росси) С. Натурал.ный Мед БЕРЕСТОВ А. 469 599 46 -
8,2,C:\Lenta\Service v2\storage\crops\video2\id_8\frame_000002_07.jpg,(-21% 500r (O)d С. Натурал.ный Мед БЕРЕСТОВ А. 469 599 46
8,3,C:\Lenta\Service v2\storage\crops\video2\id_8\frame_000003_07.jpg,(-21% 500r (d) d С. Натурапьный Мед БЕРЕСТОВ А. 469 665 46
8,4,C:\Lenta\Service v2\storage\crops\video2\id_8\frame_000004_07.jpg,(-21% (d) d С. Натурапьный Мед БЕРЕСТОВ А. 469 665 46
8,5,C:\Lenta\Service v2\storage\crops\video2\id_8\frame_000005_07.jpg,-21% () С. Натурал.ный Мед БЕРЕСТОВ А. 469 599 46
8,6,C:\Lenta\Service v2\storage\crops\video2\id_8\frame_000006_07.jpg,-21% 500r рорный (Россия) С. Натураный Мед БЕРЕСТОВ А. 469 599 46
8,7,C:\Lenta\Service v2\storage\crops\video2\id_8\frame_000007_07.jpg,-21% 500r горный (Россия) С. Натурал.ный Мед БЕРЕСТОВ А. 469 599
8,8,C:\Lenta\Service v2\storage\crops\video2\id_8\frame_000008_07.jpg,-21% 500r горньй (Росси) С. Натурагный Мед БЕРЕСТОВ А. 469 599 46
8,9,C:\Lenta\Service v2\storage\crops\video2\id_8\frame_000009_07.jpg,-21% 500r () С. Натуралныя Мед БЕРЕСТОВ А. 469 599 46
8,10,C:\Lenta\Service v2\storage\crops\video2\id_8\frame_000010_07.jpg,4 -21% 500r горньй (Росси) С. Натурал.ный Мед БЕРЕСТОВ А. 469 599 46
8,11,C:\Lenta\Service v2\storage\crops\video2\id_8\frame_000011_07.jpg,-21% 500r горньй (Росси) С. Натураланый Мед БЕРЕСТОВ А. 469 599 46
8,12,C:\Lenta\Service v2\storage\crops\video2\id_8\frame_000012_07.jpg,-21% 500r горный(Россия) С. Натураланый Мед БЕРЕСТОВ А. 469 599
8,13,C:\Lenta\Service v2\storage\crops\video2\id_8\frame_000013_07.jpg,-21% 500r горный (Росси) С. Натураланый Мед БЕРЕСТОВ А. 469 599 46
8,14,C:\Lenta\Service v2\storage\crops\video2\id_8\frame_000014_07.jpg,"-21% 500r горный(Россиа) С. Натурал.ньй Мед БЕРЕСТОВ А. 469 599"" 46"
8,15,C:\Lenta\Service v2\storage\crops\video2\id_8\frame_000015_07.jpg,-21% 500r горный(Росси) С. Натурал.ный Мед БЕРЕСТОВ А. 469 599 46
8,16,C:\Lenta\Service v2\storage\crops\video2\id_8\frame_000016_07.jpg,"-21% 500r горный(Росси) С. Натурал.ньй Мед БЕРЕСТОВ А. 469 599"""
8,17,C:\Lenta\Service v2\storage\crops\video2\id_8\frame_000017_07.jpg,"(-21% 500r горный (Россия) С. Натуралный Мед БЕРЕСТОВ А. 469 59g"""
8,18,C:\Lenta\Service v2\storage\crops\video2\id_8\frame_000018_07.jpg,"-21% 500r горний (Росса) С. Натурал.ньй Мед БЕРЕСТОВ А. 469 59g"""
8,19,C:\Lenta\Service v2\storage\crops\video2\id_8\frame_000019_07.jpg,(-21% 500r горный (Россия) С. Натурал.ный Мед БЕРЕСТОВ А. 469 665
8,20,C:\Lenta\Service v2\storage\crops\video2\id_8\frame_000020_07.jpg,-21% 500r горный(Росста) С. Натурал.нй Мед БЕРЕСТОВ А. 469 59g 6
9,0,C:\Lenta\Service v2\storage\crops\video2\id_9\frame_000000_08.jpg,16305
9,1,C:\Lenta\Service v2\storage\crops\video2\id_9\frame_000001_08.jpg,16305
9,2,C:\Lenta\Service v2\storage\crops\video2\id_9\frame_000002_08.jpg,16305
9,3,C:\Lenta\Service v2\storage\crops\video2\id_9\frame_000003_08.jpg,16305
9,4,C:\Lenta\Service v2\storage\crops\video2\id_9\frame_000004_08.jpg,16305
9,5,C:\Lenta\Service v2\storage\crops\video2\id_9\frame_000005_08.jpg,16305
9,6,C:\Lenta\Service v2\storage\crops\video2\id_9\frame_000006_08.jpg,(16305
9,7,C:\Lenta\Service v2\storage\crops\video2\id_9\frame_000007_08.jpg,(16305 P
9,8,C:\Lenta\Service v2\storage\crops\video2\id_9\frame_000008_08.jpg,
9,9,C:\Lenta\Service v2\storage\crops\video2\id_9\frame_000009_08.jpg,(16%305
9,10,C:\Lenta\Service v2\storage\crops\video2\id_9\frame_000010_08.jpg,305
9,11,C:\Lenta\Service v2\storage\crops\video2\id_9\frame_000011_08.jpg,(16305 dd
9,12,C:\Lenta\Service v2\storage\crops\video2\id_9\frame_000012_08.jpg,(16%305
9,13,C:\Lenta\Service v2\storage\crops\video2\id_9\frame_000013_08.jpg,(16%305
9,14,C:\Lenta\Service v2\storage\crops\video2\id_9\frame_000014_08.jpg,C 305
9,15,C:\Lenta\Service v2\storage\crops\video2\id_9\frame_000015_08.jpg,16%305
9,16,C:\Lenta\Service v2\storage\crops\video2\id_9\frame_000016_08.jpg,16% 305
9,17,C:\Lenta\Service v2\storage\crops\video2\id_9\frame_000017_08.jpg,-16% 305
9,18,C:\Lenta\Service v2\storage\crops\video2\id_9\frame_000018_08.jpg,-16% 305
9,19,C:\Lenta\Service v2\storage\crops\video2\id_9\frame_000019_08.jpg,(16%305
9,20,C:\Lenta\Service v2\storage\crops\video2\id_9\frame_000020_08.jpg,(16%305
10,0,C:\Lenta\Service v2\storage\crops\video2\id_10\frame_000000_09.jpg,244 сорехаы REMIUM я)225r 305
10,1,C:\Lenta\Service v2\storage\crops\video2\id_10\frame_000001_09.jpg,244 сорехаы REMIUM я)225r 305
10,2,C:\Lenta\Service v2\storage\crops\video2\id_10\frame_000002_09.jpg,244 сорехаы REMIUM я)225r 305
10,3,C:\Lenta\Service v2\storage\crops\video2\id_10\frame_000003_09.jpg,244 сорехаы REMIUM )225r 305
10,4,C:\Lenta\Service v2\storage\crops\video2\id_10\frame_000004_09.jpg,244 REMIUM )225r 305
